Graph 0
0.006974,0.000024,0.000023,1.000000,1.333333
0.000532,0.000021,0.000020,1.000000,1.333333
0.000552,0.000020,0.000019,1.000000,1.333333
0.000489,0.000019,0.000021,1.000000,1.333333
0.000478,0.000022,0.000019,1.000000,1.333333
0.000665,0.000035,0.000024,1.000000,1.333333
0.000514,0.000020,0.000019,1.000000,1.333333
0.000502,0.000019,0.000019,1.000000,1.333333
0.000371,0.000022,0.000019,1.000000,1.333333
0.000506,0.000022,0.000019,1.000000,1.333333
Graph 1
0.000503,0.000021,0.000023,1.000000,1.333333
0.000422,0.000019,0.000020,1.000000,1.333333
0.000481,0.000020,0.000022,1.000000,1.333333
0.000271,0.000024,0.000025,1.000000,1.333333
0.000398,0.000022,0.000019,1.000000,1.333333
0.000473,0.000019,0.000019,1.000000,1.333333
0.000351,0.000022,0.000019,1.000000,1.333333
0.000561,0.000034,0.000020,1.000000,1.333333
0.000530,0.000020,0.000019,1.000000,1.333333
0.000430,0.000022,0.000019,1.000000,1.333333
Graph 2
0.000394,0.000020,0.000018,1.000000,1.000000
0.000360,0.000017,0.000017,1.000000,1.000000
0.000517,0.000017,0.000019,1.000000,1.000000
0.000528,0.000022,0.000034,1.000000,1.000000
0.000341,0.000020,0.000021,1.000000,1.000000
0.000469,0.000016,0.000017,1.000000,1.000000
0.000408,0.000016,0.000017,1.000000,1.000000
0.000360,0.000017,0.000020,1.000000,1.000000
0.000507,0.000016,0.000018,1.000000,1.000000
0.000242,0.000019,0.000018,1.000000,1.000000
Graph 3
0.000410,0.000020,0.000018,1.000000,1.000000
0.000444,0.000016,0.000017,1.000000,1.000000
0.000270,0.000017,0.000018,1.000000,1.000000
0.000260,0.000019,0.000023,1.000000,1.000000
0.000283,0.000017,0.000026,1.000000,1.000000
0.000476,0.000024,0.000034,1.000000,1.000000
0.000411,0.000019,0.000020,1.000000,1.000000
0.000244,0.000025,0.000018,1.000000,1.000000
0.000363,0.000016,0.000017,1.000000,1.000000
0.000275,0.000019,0.000022,1.000000,1.000000
Graph 4
0.000447,0.000025,0.000020,1.000000,1.000000
0.000524,0.000020,0.000022,1.000000,1.000000
0.000376,0.000026,0.000018,1.000000,1.000000
0.000320,0.000031,0.000017,1.000000,1.000000
0.000409,0.000018,0.000018,1.000000,1.000000
0.000390,0.000029,0.000025,1.000000,1.000000
0.000344,0.000016,0.000017,1.000000,1.000000
0.000341,0.000016,0.000017,1.000000,1.000000
0.000293,0.000040,0.000017,1.000000,1.000000
0.000217,0.000019,0.000017,1.000000,1.000000
Graph 5
0.000622,0.000020,0.000028,1.000000,1.333333
0.000599,0.000020,0.000020,1.000000,1.333333
0.000508,0.000029,0.000027,1.000000,1.333333
0.000397,0.000030,0.000035,1.000000,1.333333
0.000540,0.000023,0.000019,1.000000,1.333333
0.000520,0.000022,0.000020,1.000000,1.333333
0.000452,0.000026,0.000019,1.000000,1.333333
0.000603,0.000023,0.000019,1.000000,1.333333
0.000376,0.000030,0.000019,1.000000,1.333333
0.000456,0.000019,0.000031,1.000000,1.333333
Graph 6
0.000430,0.000017,0.000020,1.000000,1.000000
0.000462,0.000018,0.000019,1.000000,1.000000
0.000382,0.000016,0.000017,1.000000,1.000000
0.000491,0.000016,0.000018,1.000000,1.000000
0.000347,0.000017,0.000017,1.000000,1.000000
0.000341,0.000019,0.000017,1.000000,1.000000
0.000447,0.000016,0.000019,1.000000,1.000000
0.000361,0.000019,0.000017,1.000000,1.000000
0.000374,0.000019,0.000018,1.000000,1.000000
0.000327,0.000017,0.000018,1.000000,1.000000
Graph 7
0.000339,0.000020,0.000018,1.000000,1.000000
0.000384,0.000017,0.000037,1.000000,1.000000
0.000514,0.000019,0.000019,1.000000,1.000000
0.000298,0.000019,0.000024,1.000000,1.000000
0.000331,0.000016,0.000017,1.000000,1.000000
0.000444,0.000016,0.000017,1.000000,1.000000
0.000419,0.000017,0.000018,1.000000,1.000000
0.000385,0.000016,0.000017,1.000000,1.000000
0.000410,0.000020,0.000018,1.000000,1.000000
0.000403,0.000017,0.000026,1.000000,1.000000
Graph 8
0.000422,0.000020,0.000017,1.000000,1.000000
0.000353,0.000016,0.000018,1.000000,1.000000
0.000235,0.000019,0.000021,1.000000,1.000000
0.000342,0.000020,0.000018,1.000000,1.000000
0.000316,0.000019,0.000017,1.000000,1.000000
0.000277,0.000019,0.000017,1.000000,1.000000
0.000373,0.000018,0.000017,1.000000,1.000000
0.000386,0.000016,0.000017,1.000000,1.000000
0.000399,0.000019,0.000018,1.000000,1.000000
0.000415,0.000025,0.000018,1.000000,1.000000
Graph 9
0.000601,0.000020,0.000024,1.000000,1.333333
0.000484,0.000020,0.000022,1.000000,1.333333
0.000568,0.000020,0.000029,1.000000,1.333333
0.000412,0.000023,0.000018,1.000000,1.333333
0.000408,0.000022,0.000018,1.000000,1.333333
0.000534,0.000020,0.000019,1.000000,1.333333
0.000476,0.000032,0.000029,1.000000,1.333333
0.000443,0.000023,0.000018,1.000000,1.333333
0.000418,0.000020,0.000019,1.000000,1.333333
0.000545,0.000020,0.000021,1.000000,1.333333
